wave,flux,uncertainty
0.96361554,2.4247705e-13,2.5115548e-14
0.96399504,1.6083649e-13,2.5174544e-14
0.9643752,3.190524e-13,2.6597282e-14
0.96475583,1.4875044e-13,2.6062906e-14
0.9651372,2.752914e-13,2.711829e-14
0.96551913,1.7382546e-13,2.7088264e-14
0.9659017,1.3587022e-13,2.7919417e-14
0.96628475,8.101537e-14,2.7265216e-14
0.96666855,2.7438707e-13,2.778895e-14
0.96705294,1.4670577e-13,2.7323258e-14
0.96743786,2.4352864e-13,2.775878e-14
0.9678235,2.3031997e-13,2.7720024e-14
0.9682097,1.5034702e-13,2.7329249e-14
0.96859646,2.3968986e-13,2.795195e-14
0.9689839,2.128564e-13,2.7889603e-14
0.96937186,1.29512e-13,2.7503922e-14
0.9697605,2.1577904e-13,2.832755e-14
0.9701497,1.8420847e-13,2.793102e-14
0.97053945,2.861405e-13,2.8057661e-14
0.97092986,2.4461696e-13,2.7572352e-14
0.9713209,1.5576636e-13,2.762817e-14
0.9717125,1.8721714e-13,2.7326745e-14
0.97210467,3.1816512e-13,2.7114455e-14
0.9724976,2.0847493e-13,2.5723437e-14
0.9728909,3.5402394e-13,2.7029634e-14
0.97328496,2.5124146e-13,2.4724123e-14
0.9736795,3.1308596e-13,2.3780799e-14
0.9740747,2.528403e-13,2.366391e-14
0.9744705,2.8284653e-13,2.3697326e-14
0.97486687,2.352505e-13,2.2319882e-14
0.9752639,2.505169e-13,2.1508833e-14
0.9756615,3.4121626e-13,2.2263367e-14
0.9760597,2.8225913e-13,2.2458794e-14
0.9764584,2.5142825e-13,2.8344975e-14
0.97685784,2.496867e-13,2.5672073e-14
0.9772578,3.5487488e-13,2.820784e-14
0.9776583,1.3658787e-13,3.1056117e-14
0.9780595,2.6200578e-13,2.9592092e-14
0.97846115,3.4735325e-13,3.0397038e-14
0.9788635,3.7653414e-13,2.9744334e-14
0.9792664,3.5140567e-13,3.3050416e-14
0.9796699,1.6126345e-13,2.7589002e-14
0.98007405,2.681861e-13,2.6211321e-14
0.9804787,3.3726502e-13,2.4936347e-14
0.9808839,2.6246944e-13,2.350072e-14
0.98128974,3.8497512e-13,2.3300867e-14
0.9816962,2.1795655e-13,2.1888202e-14
0.9821032,2.8918987e-13,2.16341e-14
0.98251086,2.4588683e-13,2.2272033e-14
0.98291904,3.0923416e-13,2.1824871e-14
0.9833278,2.607672e-13,2.178224e-14
0.9837371,4.1432046e-13,2.2946787e-14
0.9841471,4.125781e-13,2.2958823e-14
0.9845576,3.083915e-13,2.4118975e-14
0.9849687,4.0122048e-13,2.430962e-14
0.98538035,4.320439e-13,2.5155349e-14
0.9857927,4.0388052e-13,2.5691865e-14
0.98620546,3.9258841e-13,2.6754162e-14
0.98661894,3.3006605e-13,2.72622e-14
0.9870329,2.5106572e-13,2.6915273e-14
0.98744744,3.2568772e-13,2.7186217e-14
0.9878627,3.854516e-13,2.625236e-14
0.9882784,3.3117983e-13,2.5119633e-14
0.9886947,3.8224288e-13,2.5287013e-14
0.9891116,3.1367907e-13,2.5047594e-14
0.989529,4.101982e-13,2.5976984e-14
0.9899471,4.3254945e-13,3.190476e-14
0.99036574,3.699662e-13,2.709215e-14
0.9907849,3.9062612e-13,2.8120137e-14
0.9912046,3.1653556e-13,3.0483543e-14
0.9916249,3.586727e-13,2.645479e-14
0.9920458,3.5224926e-13,2.7355793e-14
0.9924673,3.8663173e-13,2.793509e-14
0.99288934,3.9173555e-13,2.9922198e-14
0.99331194,3.9457454e-13,3.0087874e-14
0.99373513,5.108924e-13,3.1336326e-14
0.99415886,5.2441666e-13,3.3820924e-14
0.9945832,5.138689e-13,3.5001434e-14
0.9950081,4.3661022e-13,3.509574e-14
0.9954335,4.1920696e-13,3.506277e-14
0.99585956,5.44059e-13,3.4074248e-14
0.99628615,3.5018665e-13,3.2685443e-14
0.9967133,4.0163565e-13,3.0175308e-14
0.997141,4.1038437e-13,2.7814668e-14
0.99756926,3.4117197e-13,2.5241033e-14
0.9979981,3.854178e-13,2.3939956e-14
0.9984275,3.8413763e-13,2.2018103e-14
0.9988575,4.131145e-13,2.2568192e-14
0.99928796,3.5523768e-13,2.321983e-14
0.999719,4.000446e-13,2.5231085e-14
1.0001508,4.4599947e-13,2.743052e-14
1.0005829,4.2202827e-13,2.8502083e-14
1.0010157,4.5048587e-13,3.1067363e-14
1.001449,4.775757e-13,3.266988e-14
1.0018829,6.200843e-13,3.1754852e-14
1.0023174,3.8296726e-13,3.0445647e-14
1.0027523,5.0526824e-13,3.0115274e-14
1.0031879,5.240188e-13,2.9139255e-14
1.0036241,6.3100816e-13,2.757692e-14
1.0040607,5.0835985e-13,2.460799e-14
1.004498,4.915485e-13,2.3424952e-14
1.0049357,3.7700398e-13,2.242924e-14
1.0053741,4.9492273e-13,2.1905517e-14
1.0058129,4.7989135e-13,2.5656525e-14
1.0062523,4.208851e-13,2.2102791e-14
1.0066924,4.502081e-13,2.3111267e-14
1.0071329,5.2592826e-13,2.4191945e-14
1.0075741,5.1177573e-13,2.6478567e-14
1.0080156,5.357795e-13,2.6007032e-14
1.0084578,5.2176113e-13,2.667999e-14
1.0089006,5.3752727e-13,2.6612085e-14
1.0093439,5.992863e-13,2.6074805e-14
1.0097877,5.900279e-13,2.5693333e-14
1.010232,5.8405754e-13,2.5193104e-14
1.010677,5.630404e-13,2.5573786e-14
1.0111225,5.695793e-13,2.5618539e-14
1.0115684,4.384978e-13,2.5510257e-14
1.012015,5.52735e-13,2.6622884e-14
1.0124623,6.594138e-13,2.7752582e-14
1.0129099,7.314083e-13,3.0039393e-14
1.013358,5.677205e-13,2.7863266e-14
1.0138067,6.221752e-13,2.6875939e-14
1.014256,6.3684794e-13,2.6666274e-14
1.0147059,6.8218814e-13,2.6278877e-14
1.0151563,6.7898904e-13,2.6290715e-14
1.0156071,5.8067673e-13,2.5587088e-14
1.0160586,5.614849e-13,2.876464e-14
1.0165106,6.583478e-13,2.8228911e-14
1.0169631,5.8735135e-13,2.8949858e-14
1.0174162,6.32438e-13,2.9839897e-14
1.0178698,7.4710024e-13,3.1343634e-14
1.0183239,7.3556596e-13,3.20865e-14
1.0187786,5.7181576e-13,3.058844e-14
1.0192338,6.1368467e-13,3.028779e-14
1.0196896,6.3193347e-13,3.0357407e-14
1.0201458,6.6058807e-13,3.1153052e-14
1.0206026,6.869294e-13,3.024192e-14
1.02106,7.98564e-13,3.044507e-14
1.0215179,6.949975e-13,3.053656e-14
1.0219762,8.146558e-13,3.126101e-14
1.0224353,7.983937e-13,3.0996398e-14
1.0228947,7.4895846e-13,3.4068746e-14
1.0233546,7.462202e-13,2.916695e-14
1.0238153,7.543509e-13,2.8037551e-14
1.0242763,7.410797e-13,2.718475e-14
1.0247378,7.2693815e-13,2.5097656e-14
1.0252,7.86898e-13,2.3675726e-14
1.0256627,7.3070434e-13,2.26412e-14
1.0261259,7.338675e-13,2.2534778e-14
1.0265895,7.750488e-13,2.2149768e-14
1.0270538,8.2366086e-13,2.2169854e-14
1.0275185,8.8060657e-13,2.4390671e-14
1.0279839,8.5042477e-13,2.7926307e-14
1.0284497,9.194141e-13,3.1285037e-14
1.028916,9.583964e-13,3.3372715e-14
1.0293828,1.0055943e-12,4.305471e-14
1.0298502,9.021859e-13,3.8043123e-14
1.030318,9.416997e-13,3.806127e-14
1.0307865,8.645982e-13,3.683332e-14
1.0312555,9.162185e-13,3.9546315e-14
1.0317249,9.991746e-13,3.2706917e-14
1.032195,1.0115953e-12,3.032032e-14
1.0326654,9.123987e-13,2.6579238e-14
1.0331364,9.009992e-13,2.456886e-14
1.033608,8.9325227e-13,2.3675482e-14
1.03408,9.0532865e-13,2.5960718e-14
1.0345526,9.756643e-13,2.4929675e-14
1.0350257,9.717385e-13,2.4444183e-14
1.0354992,9.390048e-13,2.5129108e-14
1.0359733,1.0009318e-12,2.6138417e-14
1.036448,9.987623e-13,2.7390836e-14
1.0369232,1.0412471e-12,2.8713116e-14
1.0373988,9.874663e-13,2.9226614e-14
1.037875,1.0128893e-12,3.052857e-14
1.0383517,1.1405056e-12,3.1280886e-14
1.0388288,1.1716965e-12,3.2094576e-14
1.0393065,1.1519754e-12,3.157535e-14
1.0397848,1.1067798e-12,3.0719835e-14
1.0402635,1.0604794e-12,2.9822075e-14
1.0407426,1.1483595e-12,3.0166225e-14
1.0412225,1.096392e-12,3.0228634e-14
1.0417027,1.1465392e-12,3.0969097e-14
1.0421835,1.0960945e-12,3.1699713e-14
1.0426648,1.0505798e-12,3.1777532e-14
1.0431465,1.1343398e-12,3.2998005e-14
1.0436288,1.1615626e-12,3.3304305e-14
1.0441116,1.0768579e-12,3.222672e-14
1.0445948,1.0767713e-12,3.6072206e-14
1.0450786,1.1027252e-12,2.9615253e-14
1.045563,1.1434672e-12,2.8948062e-14
1.0460478,1.1457721e-12,2.7858861e-14
1.046533,1.2015746e-12,2.8051976e-14
1.0470189,1.207603e-12,2.936451e-14
1.0475051,1.1110069e-12,2.9130347e-14
1.047992,1.1614013e-12,3.020826e-14
1.0484793,1.2316617e-12,3.0622633e-14
1.0489671,1.1309899e-12,3.0260845e-14
1.0494554,1.2745101e-12,2.9231077e-14
1.0499442,1.1807281e-12,2.8196865e-14
1.0504335,1.2432189e-12,2.7424638e-14
1.0509232,1.2881881e-12,2.6496749e-14
1.0514135,1.3662083e-12,2.5870294e-14
1.0519043,1.2580405e-12,2.5400077e-14
1.0523956,1.2800985e-12,2.6431653e-14
1.0528874,1.1499813e-12,2.6666733e-14
1.0533797,1.301012e-12,2.7771442e-14
1.0538725,1.3073294e-12,2.7731442e-14
1.0543658,1.349371e-12,2.8144803e-14
1.0548595,1.2886338e-12,2.6792836e-14
1.0553538,1.3320101e-12,2.631088e-14
1.0558485,1.2963423e-12,2.5768092e-14
1.0563437,1.3076166e-12,2.5140477e-14
1.0568393,1.3668543e-12,2.4724988e-14
1.0573355,1.3487038e-12,2.427812e-14
1.0578324,1.3597284e-12,2.4414295e-14
1.0583295,1.390502e-12,2.501245e-14
1.0588272,1.3643485e-12,2.4937223e-14
1.0593253,1.333695e-12,2.5092646e-14
1.0598239,1.2701952e-12,2.4989444e-14
1.0603231,1.3177893e-12,2.5978873e-14
1.0608227,1.3633735e-12,2.64809e-14
1.0613229,1.3241926e-12,2.5489381e-14
1.0618236,1.3522687e-12,2.4785109e-14
1.0623248,1.4203792e-12,2.4946604e-14
1.0628265,1.442283e-12,2.5046082e-14
1.0633287,1.3875613e-12,2.442344e-14
1.0638314,1.4424541e-12,2.4454875e-14
1.0643346,1.4111778e-12,2.432328e-14
1.0648385,1.3854461e-12,2.447337e-14
1.0653428,1.3673669e-12,2.4294504e-14
1.0658476,1.3816427e-12,2.4571597e-14
1.0663531,1.4160851e-12,2.5141637e-14
1.066859,1.4273557e-12,2.4671266e-14
1.0673654,1.4652945e-12,2.55851e-14
1.0678724,1.427003e-12,2.5111396e-14
1.06838,1.4596401e-12,2.5650717e-14
1.0688881,1.476731e-12,2.6068882e-14
1.0693967,1.5032524e-12,2.6582188e-14
1.0699059,1.5328508e-12,2.7780555e-14
1.0704156,1.5548544e-12,2.902035e-14
1.070926,1.5890556e-12,3.0427338e-14
1.0714369,1.5719749e-12,3.1260913e-14
1.0719483,1.567781e-12,3.1779467e-14
1.0724603,1.520265e-12,3.2612385e-14
1.072973,1.5553955e-12,3.4084816e-14
1.0734862,1.5218738e-12,3.497562e-14
1.074,1.6112214e-12,3.5546442e-14
1.0745144,1.6001972e-12,3.6353133e-14
1.0750293,1.6052212e-12,3.724453e-14
1.0755448,1.6823898e-12,3.8076035e-14
1.0760609,1.58456e-12,3.9145472e-14
1.0765777,1.6838354e-12,3.90288e-14
1.0770949,1.6062225e-12,3.6714758e-14
1.0776129,1.6034394e-12,3.503032e-14
1.0781313,1.6290634e-12,3.3832485e-14
1.0786505,1.612163e-12,3.2480827e-14
1.0791702,1.5688961e-12,3.1305382e-14
1.0796906,1.5755386e-12,2.936387e-14
1.0802116,1.554141e-12,2.7860684e-14
1.0807332,1.6024843e-12,2.7630513e-14
1.0812553,1.5855486e-12,2.7290641e-14
1.0817782,1.5280382e-12,3.4985778e-14
1.0823016,1.5992318e-12,3.0611554e-14
1.0828258,1.570684e-12,3.218157e-14
1.0833505,1.6293794e-12,3.6153477e-14
1.0838759,1.6193022e-12,3.8966504e-14
1.084402,1.528666e-12,5.0242146e-14
1.0849286,1.5265822e-12,4.463462e-14
1.085456,1.5183013e-12,4.4773216e-14
1.0859839,1.4723428e-12,4.3845583e-14
1.0865124,1.5535242e-12,4.2099702e-14
1.0870419,1.4967192e-12,3.945322e-14
1.0875716,1.472383e-12,3.5747823e-14
1.0881022,1.4727524e-12,3.2029897e-14
1.0886335,1.4743717e-12,2.943099e-14
1.0891656,1.3665747e-12,2.7886507e-14
1.0896981,1.3225306e-12,2.7831709e-14
1.0902313,1.2762884e-12,2.744375e-14
1.0907654,1.2227848e-12,2.7638478e-14
1.0912999,1.1442505e-12,2.8014622e-14
1.0918353,1.1872005e-12,3.428063e-14
1.0923713,1.0348607e-12,3.1253063e-14
1.092908,9.413838e-13,3.2106496e-14
1.0934453,8.8291614e-13,3.2938726e-14
1.0939834,9.153635e-13,3.4744197e-14
1.0945222,8.835931e-13,3.580671e-14
1.0950617,7.985953e-13,3.508196e-14
1.0956019,6.9514007e-13,3.397105e-14
1.0961428,6.5597663e-13,3.4455013e-14
1.0966843,6.97004e-13,3.5527855e-14
1.0972267,6.76984e-13,3.500615e-14
1.0977699,6.5250057e-13,3.4872922e-14
1.0983136,6.406726e-13,3.6328654e-14
1.098858,6.6952916e-13,3.6854177e-14
1.0994033,6.2687393e-13,3.5213392e-14
1.0999492,5.8190133e-13,3.340541e-14
1.1004959,5.363691e-13,3.1159967e-14
1.1010432,5.505331e-13,2.987397e-14
1.1015913,5.142047e-13,3.350315e-14
1.1021403,4.244257e-13,2.7845373e-14
1.10269,5.6714816e-13,2.933842e-14
1.1032404,4.8454334e-13,2.9305405e-14
1.1037915,4.173365e-13,3.0615565e-14
1.1043434,2.9230332e-13,3.5939388e-14
1.104896,3.7616828e-13,2.949115e-14
1.1054494,3.0222548e-13,2.8769047e-14
1.1060036,3.386687e-13,2.5321918e-14
1.1065586,3.1998235e-13,2.4119333e-14
1.1071143,2.8852617e-13,2.2133982e-14
1.1076707,3.3578319e-13,2.251692e-14
1.108228,3.6382453e-13,2.3673651e-14
1.108786,3.1482485e-13,2.414692e-14
1.1093448,3.2205851e-13,2.4663443e-14
1.1099044,2.949898e-13,2.556857e-14
1.1104648,2.427594e-13,2.4810562e-14
1.1110259,2.8138044e-13,2.3635277e-14
1.111588,1.9642102e-13,2.1401565e-14
1.1121507,2.1998599e-13,2.0624288e-14
1.1127143,1.926926e-13,1.936486e-14
1.1132786,2.1233896e-13,1.8347459e-14
1.1138438,1.8291643e-13,1.7502233e-14
1.1144098,1.5661857e-13,1.8687258e-14
1.1149766,1.6966204e-13,2.0260176e-14
1.1155442,9.9496556e-14,2.137884e-14
1.1161127,1.8681069e-13,2.266828e-14
1.1166819,1.4987248e-13,2.5649716e-14
1.117252,9.330854e-14,2.4256574e-14
1.1178229,1.07759945e-13,2.3341409e-14
1.1183946,1.4063647e-13,2.3080223e-14
1.1189672,1.2626628e-13,2.1168797e-14
1.1195406,1.4657931e-13,2.0094185e-14
1.1201148,7.847065e-14,1.8875147e-14
1.1206899,1.4697315e-13,1.919303e-14
1.1212658,1.2508852e-13,1.954631e-14
1.1218426,1.2172525e-13,2.0223306e-14
1.1224202,8.064705e-14,2.0172223e-14
1.1229986,1.4085497e-13,2.1978652e-14
1.1235781,1.404686e-13,2.1729758e-14
1.1241581,1.8440012e-13,2.0977582e-14
1.1247393,1.1656331e-13,2.0881861e-14
1.1253211,9.837355e-14,2.051982e-14
1.125904,1.2927165e-13,1.9734113e-14
1.1264877,1.0335616e-13,2.0399142e-14
1.1270722,1.4024289e-13,2.1602816e-14
1.1276577,1.8588535e-13,2.2906744e-14
1.1282439,1.5723708e-13,2.468646e-14
1.1288311,1.997107e-13,2.8615114e-14
1.1294192,1.112328e-13,3.1440674e-14
1.1300082,1.4379085e-13,3.3024185e-14
1.1305981,1.7412089e-13,3.4431513e-14
1.1311888,1.7073872e-13,3.4688e-14
1.1317805,1.5276287e-13,4.076304e-14
1.1323731,1.2255702e-13,3.5743425e-14
1.1329665,1.9681446e-13,3.8761522e-14
1.1335609,8.6608604e-14,5.4932977e-14
1.1341561,9.47886e-14,5.0381964e-14
1.1347524,8.604584e-14,5.4200486e-14
1.1353495,1.967269e-13,4.8666353e-14
1.1359476,1.4883894e-13,4.5547306e-14
1.1365465,1.0483771e-13,3.5269212e-14
1.1371464,8.5175675e-14,2.8495042e-14
1.1377472,7.11326e-14,2.424812e-14
1.1383489,1.1839463e-13,2.1249217e-14
1.1389517,1.2822352e-13,1.9380388e-14
1.1395552,1.2756929e-13,2.409267e-14
1.1401598,1.489337e-13,1.8186121e-14
1.1407654,1.715728e-13,1.6813197e-14
1.1413718,1.1287238e-13,1.9165178e-14
1.1419793,1.350154e-13,2.3717771e-14
1.1425877,8.7115584e-14,3.56641e-14
1.143197,8.780968e-14,3.585084e-14
1.1438073,1.8068492e-13,4.0894866e-14
1.1444186,8.767338e-14,4.8588907e-14
1.1450307,1.6752471e-13,5.2677e-14
1.145644,7.8690025e-14,4.9851047e-14
1.1462582,1.5070679e-13,4.728653e-14
1.1468734,1.3008353e-13,4.26503e-14
1.1474894,1.3677278e-13,3.5642838e-14
1.1481066,1.1580796e-13,2.861713e-14
1.1487246,1.3776747e-13,2.3633978e-14
1.1493437,6.916311e-14,2.0860306e-14
1.1499637,5.5078887e-14,1.854144e-14
1.1505848,1.0138199e-13,2.2553318e-14
1.151207,7.577882e-14,2.0598142e-14
1.15183,8.994264e-14,2.4632303e-14
1.152454,2.7012513e-14,2.8601633e-14
1.1530792,1.0271378e-13,3.0954853e-14
1.1537051,1.4145111e-13,3.3269143e-14
1.1543323,1.7648273e-13,3.6992195e-14
1.1549604,1.2104033e-13,4.90002e-14
1.1555896,1.7345538e-13,3.7217577e-14
1.1562197,1.01820414e-13,2.8735518e-14
1.1568509,1.1643536e-13,2.8098051e-14
1.1574831,3.865764e-14,2.8961764e-14
1.1581163,6.5492764e-14,2.8500555e-14
1.1587505,1.2279152e-13,2.9757582e-14
1.1593859,7.863189e-14,3.065074e-14
1.1600223,7.2079854e-14,3.0289858e-14
1.1606597,2.4145067e-14,2.8157657e-14
1.161298,1.03332056e-13,2.6480969e-14
1.1619375,8.352943e-14,2.5031585e-14
1.1625781,4.8556746e-14,2.4200099e-14
1.1632196,1.3883148e-13,2.447695e-14
1.1638623,8.744901e-14,2.4388947e-14
1.1645061,6.86377e-14,2.5143094e-14
1.1651508,2.924138e-14,2.5950631e-14
1.1657966,5.148991e-14,2.5406936e-14
1.1664436,5.8067686e-14,2.2560545e-14
1.1670915,6.907179e-14,2.0651392e-14
1.1677406,6.754431e-14,1.955046e-14
1.1683908,1.2989864e-13,1.8059229e-14
1.169042,7.809242e-14,1.9989456e-14
1.1696942,7.925139e-14,1.9671144e-14
1.1703477,9.0818134e-14,2.025749e-14
1.1710021,9.38578e-14,2.0773727e-14
1.1716577,4.0065817e-14,2.0340763e-14
1.1723144,9.4132066e-14,1.9653997e-14
1.1729723,1.1126953e-13,1.8060392e-14
1.1736312,1.520503e-13,1.7081961e-14
1.1742911,1.1422157e-13,1.5804942e-14
1.1749523,1.1063466e-13,1.4192831e-14
1.1756145,1.068032e-13,1.4833378e-14
1.1762778,1.2349926e-13,1.4870651e-14
1.1769422,1.2675858e-13,1.5982587e-14
1.1776078,1.2199676e-13,1.6517649e-14
1.1782745,1.1690476e-13,1.7345883e-14
1.1789423,1.6861467e-13,1.6784578e-14
1.1796112,1.496645e-13,1.5950105e-14
1.1802814,1.548535e-13,1.5610063e-14
1.1809525,1.1841328e-13,1.5656482e-14
1.1816249,2.1427588e-13,1.7728759e-14
1.1822984,1.7296596e-13,1.2587376e-14
1.1829731,1.5862168e-13,1.2540914e-14
1.183649,1.8656204e-13,1.2815589e-14
1.1843259,1.7087251e-13,1.3278572e-14
1.185004,1.9890585e-13,1.4077762e-14
1.1856833,2.0939957e-13,1.4138536e-14
1.1863637,2.5401396e-13,1.4504851e-14
1.1870453,2.100292e-13,1.4034653e-14
1.187728,2.0947197e-13,1.4163198e-14
1.1884121,2.1813767e-13,1.4117991e-14
1.1890972,2.3394454e-13,1.378452e-14
1.1897835,2.482968e-13,1.3047537e-14
1.1904709,2.7332536e-13,1.3277356e-14
1.1911596,2.7021639e-13,1.3535184e-14
1.1918495,3.275768e-13,1.3860608e-14
1.1925404,3.2428736e-13,1.449092e-14
1.1932327,3.3220873e-13,1.4281358e-14
1.1939261,3.0206398e-13,1.5764435e-14
1.1946206,3.728489e-13,1.701e-14
1.1953166,3.623841e-13,1.9087852e-14
1.1960135,3.546456e-13,2.1137687e-14
1.1967117,3.6220397e-13,2.3259364e-14
1.1974112,4.132003e-13,2.6040285e-14
1.1981118,4.1033683e-13,2.715915e-14
1.1988137,4.583124e-13,2.940706e-14
1.1995167,4.1289823e-13,3.0624127e-14
1.200221,4.240163e-13,3.1524113e-14
1.2009265,4.4648278e-13,3.1766768e-14
1.2016333,4.7482206e-13,3.148313e-14
1.2023413,4.4995366e-13,3.1267744e-14
1.2030506,5.1127033e-13,3.0401544e-14
1.203761,5.0350647e-13,2.919591e-14
1.2044728,5.43305e-13,2.5858076e-14
1.2051857,5.796374e-13,2.3935367e-14
1.2058998,6.1074876e-13,2.1472934e-14
1.2066153,6.1021175e-13,1.9380732e-14
1.207332,6.202228e-13,1.851721e-14
1.2080499,5.9296833e-13,1.9610688e-14
1.2087691,6.24758e-13,2.3962725e-14
1.2094897,6.478651e-13,2.8053231e-14
1.2102113,7.039488e-13,3.14379e-14
1.2109344,6.7243406e-13,3.556401e-14
1.2116587,6.677088e-13,3.7338473e-14
1.2123842,6.932924e-13,4.4475952e-14
1.213111,7.6174174e-13,3.645927e-14
1.2138392,7.4789827e-13,3.5552466e-14
1.2145685,8.0812435e-13,3.1283204e-14
1.2152992,8.338183e-13,2.6882625e-14
1.2160312,8.545122e-13,2.6693733e-14
1.2167645,8.8714957e-13,2.3133205e-14
1.217499,8.741544e-13,2.274343e-14
1.2182349,9.259033e-13,2.3861962e-14
1.218972,9.457013e-13,2.5704785e-14
1.2197105,9.0414693e-13,2.7684772e-14
1.2204502,8.712216e-13,2.9093708e-14
1.2211913,9.554536e-13,3.1412417e-14
1.2219337,9.882779e-13,3.2166754e-14
1.2226775,1.075716e-12,3.2631412e-14
1.2234224,1.0312716e-12,3.1564103e-14
1.2241688,9.853205e-13,3.1268316e-14
1.2249165,1.0921378e-12,3.231047e-14
1.2256655,1.1313472e-12,3.2350584e-14
1.2264159,1.1185181e-12,3.205913e-14
1.2271675,1.1382547e-12,3.269981e-14
1.2279205,1.2209937e-12,4.025487e-14
1.2286748,1.271851e-12,3.2051554e-14
1.2294306,1.2349869e-12,3.0947657e-14
1.2301877,1.340232e-12,3.0232927e-14
1.230946,1.3667578e-12,3.0096947e-14
1.2317058,1.3727745e-12,2.9782132e-14
1.2324668,1.3734041e-12,2.9960653e-14
1.2332293,1.3488531e-12,3.067832e-14
1.233993,1.3890175e-12,3.120789e-14
1.2347583,1.4441882e-12,3.054063e-14
1.2355249,1.4633872e-12,2.9111225e-14
1.2362927,1.5860567e-12,2.8073323e-14
1.2370621,1.5571121e-12,2.9867852e-14
1.2378328,1.5916016e-12,2.6013678e-14
1.2386048,1.5821991e-12,2.5800722e-14
1.2393783,1.5860762e-12,2.647608e-14
1.2401531,1.5442182e-12,2.6900374e-14
1.2409292,1.618502e-12,2.799075e-14
1.241707,1.6134551e-12,2.725424e-14
1.2424859,1.6274766e-12,2.6351945e-14
1.2432665,1.7070877e-12,2.5497762e-14
1.2440481,1.7926396e-12,2.4926972e-14
1.2448313,1.8275e-12,2.4327342e-14
1.245616,1.8685138e-12,2.4102467e-14
1.246402,1.841919e-12,2.4383632e-14
1.2471894,1.866288e-12,2.505313e-14
1.2479783,1.871215e-12,2.5439296e-14
1.2487687,1.8149836e-12,2.519385e-14
1.2495604,1.8308165e-12,2.519577e-14
1.2503536,1.832311e-12,2.4749334e-14
1.2511481,1.8038878e-12,2.385809e-14
1.2519441,1.8690592e-12,2.356541e-14
1.2527415,1.9646684e-12,2.3575356e-14
1.2535403,2.0825442e-12,2.3846017e-14
1.2543406,2.142864e-12,2.445583e-14
1.2551423,2.2499992e-12,2.5823253e-14
1.2559456,2.2141993e-12,2.59841e-14
1.2567503,2.2301288e-12,2.680987e-14
1.2575563,2.2912679e-12,2.770279e-14
1.258364,2.2068133e-12,2.7807046e-14
1.2591729,2.2492073e-12,2.847879e-14
1.2599835,2.2744645e-12,2.847643e-14
1.2607954,2.2450744e-12,2.8034947e-14
1.2616088,2.1993028e-12,2.819975e-14
1.2624238,2.25526e-12,2.8343804e-14
1.26324,2.275049e-12,2.8591807e-14
1.2640579,2.182076e-12,2.9033447e-14
1.2648772,2.261254e-12,3.1538015e-14
1.2656981,2.3215854e-12,3.4526388e-14
1.2665204,2.2795552e-12,3.6371324e-14
1.2673441,2.2329371e-12,3.7801935e-14
1.2681694,2.3100623e-12,3.8550445e-14
1.2689962,2.351267e-12,3.7588097e-14
1.2698245,2.2281658e-12,3.5738878e-14
1.2706543,2.1970503e-12,3.4578477e-14
1.2714856,2.1556008e-12,3.4243502e-14
1.2723184,2.1408537e-12,3.4382514e-14
1.2731526,2.146419e-12,3.5913902e-14
1.2739885,2.2864206e-12,3.8471854e-14
1.2748258,2.2090231e-12,3.9259926e-14
1.2756647,2.1704604e-12,3.9981537e-14
1.276505,2.192298e-12,4.0846233e-14
1.277347,2.0919828e-12,4.104374e-14
1.2781904,2.1659183e-12,4.086121e-14
1.2790353,2.300164e-12,4.042462e-14
1.2798818,2.2434459e-12,3.8800763e-14
1.2807299,2.3009886e-12,4.158018e-14
1.2815795,2.138334e-12,3.2397052e-14
1.2824305,1.959935e-12,2.8545336e-14
1.2832834,1.941002e-12,2.540997e-14
1.2841375,1.771587e-12,2.2773414e-14
1.2849933,1.6962256e-12,2.2561966e-14
1.2858506,1.6825577e-12,2.5987186e-14
1.2867094,1.6316165e-12,2.6907314e-14
1.2875699,1.591316e-12,2.9336952e-14
1.288432,1.5199688e-12,3.1933068e-14
1.2892956,1.5032459e-12,3.4055563e-14
1.2901608,1.5547615e-12,3.4342155e-14
1.2910275,1.4937566e-12,3.2500464e-14
1.2918957,1.4905056e-12,3.0608762e-14
1.2927657,1.5109072e-12,2.7899954e-14
1.2936372,1.4475711e-12,2.5176603e-14
1.2945102,1.4443454e-12,2.2561078e-14
1.295385,1.4198888e-12,2.3889309e-14
1.2962612,1.4246363e-12,2.0974121e-14
1.297139,1.3719145e-12,2.1862588e-14
1.2980186,1.323191e-12,2.361423e-14
1.2988997,1.2068915e-12,2.426384e-14
1.2997823,1.1679754e-12,2.5546678e-14
1.3006665,1.2272728e-12,2.6836362e-14
1.3015524,1.1387348e-12,2.6229622e-14
1.3024398,1.1610352e-12,2.593206e-14
1.303329,1.1806116e-12,2.577857e-14
1.3042197,1.1922282e-12,2.6905007e-14
1.3051121,1.0811729e-12,2.6373567e-14
1.3060061,1.0692881e-12,2.6463444e-14
1.3069018,9.671319e-13,2.5990744e-14
1.307799,9.45934e-13,2.5883563e-14
1.3086978,9.203288e-13,2.534801e-14
1.3095983,8.598504e-13,2.3417534e-14
1.3105006,9.268908e-13,2.2941015e-14
1.3114043,8.122696e-13,2.1924907e-14
1.3123099,7.9295213e-13,2.121106e-14
1.3132169,7.6170044e-13,2.1008755e-14
1.3141257,7.3613874e-13,2.0593483e-14
