wave,flux,uncertainty
0.8537564,-1.5103098e-13,5.805234e-14
0.8539872,2.280335e-13,5.9148555e-14
0.8542176,1.7445308e-13,5.886398e-14
0.85444725,2.0778708e-14,6.068685e-14
0.8546765,9.535695e-14,5.8718425e-14
0.8549052,-2.4869129e-13,5.952162e-14
0.8551334,-1.02984014e-13,5.6665068e-14
0.85536104,-7.885649e-14,7.290504e-14
0.8555881,-4.1625574e-14,5.382008e-14
0.85581475,-6.209884e-16,5.459846e-14
0.85604084,8.882667e-14,5.4267636e-14
0.8562665,3.4827694e-14,5.2757827e-14
0.8564916,1.3090513e-13,5.2840145e-14
0.8567162,7.552431e-14,6.0120433e-14
0.85694045,1.8854859e-13,5.972019e-14
0.8571641,2.5098923e-13,7.819584e-14
0.8573873,1.2984506e-13,6.16911e-14
0.85761005,2.8869485e-13,5.890638e-14
0.8578323,-9.075629e-15,5.9375024e-14
0.8580542,2.3313523e-14,6.217454e-14
0.8582756,7.818044e-14,6.1668295e-14
0.8584965,-2.0719722e-14,6.05419e-14
0.8587171,-8.7310117e-14,5.8860035e-14
0.8589371,3.2227103e-14,5.7543895e-14
0.85915685,9.1861455e-14,5.7874997e-14
0.8593761,9.7077775e-14,5.917698e-14
0.85959494,2.0418824e-14,6.109849e-14
0.8598133,-1.8336732e-14,5.2966864e-14
0.86003137,3.896381e-14,4.655041e-14
0.86024904,1.0075478e-13,4.6466984e-14
0.8604662,9.025554e-14,4.975527e-14
0.8606831,1.5470447e-13,4.636432e-14
0.8608996,1.12580145e-13,4.6017684e-14
0.8611157,-5.9609205e-14,4.7047893e-14
0.86133146,-7.829507e-15,5.088213e-14
0.8615469,5.1749406e-15,5.1911163e-14
0.8617619,6.399422e-14,5.2341317e-14
0.86197656,-6.5224295e-14,5.415348e-14
0.8621909,5.0483624e-14,5.5751454e-14
0.8624049,1.3292022e-13,5.7680226e-14
0.86261857,-2.2352354e-14,5.8346245e-14
0.86283195,-2.03916e-13,5.4284305e-14
0.8630449,-1.9875135e-13,5.5230157e-14
0.86325765,-1.4431361e-14,5.2839636e-14
0.86347,2.8314056e-13,5.480528e-14
0.86368215,3.013684e-13,5.1021145e-14
0.8638939,2.3710114e-13,5.0692598e-14
0.86410546,2.2443802e-13,4.932258e-14
0.8643166,1.1082752e-13,4.8136466e-14
0.8645275,6.229135e-15,4.61119e-14
0.86473817,-6.470243e-14,4.6613612e-14
0.86494863,-1.8097982e-13,4.6829433e-14
0.8651587,2.1124271e-13,4.4418408e-14
0.86536855,1.2220287e-13,4.494116e-14
0.86557823,-1.559264e-14,5.3059628e-14
0.8657876,-1.2639293e-13,4.324801e-14
0.86599666,6.1483e-14,4.347111e-14
0.8662056,9.545744e-14,4.256577e-14
0.86641425,3.0674343e-13,4.3705108e-14
0.8666226,3.1440064e-14,4.4635374e-14
0.8668309,3.1592105e-15,5.3261337e-14
0.86703885,1.9173525e-13,4.6139386e-14
0.8672467,2.5793956e-13,4.1686174e-14
0.8674543,1.2846314e-13,4.4309063e-14
0.8676617,5.8518166e-14,4.2649135e-14
0.86786884,1.0343018e-14,4.4449277e-14
0.8680759,-1.7419462e-13,4.9523784e-14
0.86828274,-7.564062e-14,4.8171685e-14
0.86848944,-6.9008316e-14,4.3616623e-14
0.8686959,-5.3782957e-14,4.3285433e-14
0.86890227,8.3354845e-14,4.226224e-14
0.8691084,1.5133484e-13,4.418453e-14
0.86931443,4.7538e-14,4.679496e-14
0.8695203,2.2995765e-14,4.5280847e-14
0.86972606,-2.6095462e-13,4.535526e-14
0.86993176,-1.2515695e-13,4.6307244e-14
0.8701372,6.094336e-14,4.4515593e-14
0.87034255,-4.1551993e-15,4.7203764e-14
0.87054783,-1.0666133e-13,4.5128404e-14
0.87075293,8.465315e-15,4.580945e-14
0.87095803,3.054888e-13,4.4781636e-14
0.8711629,1.2405128e-13,4.6680104e-14
0.87136775,1.6775067e-13,4.5799827e-14
0.87157243,1.2482322e-13,4.6980086e-14
0.8717772,8.0529096e-14,4.896614e-14
0.87198174,-1.4074793e-13,5.4344418e-14
0.8721863,-1.2303944e-13,5.3583785e-14
0.87239075,1.4198783e-13,5.3573892e-14
0.87259513,1.550609e-13,5.2622173e-14
0.8727995,5.6267413e-14,5.0721895e-14
0.8730038,1.1779087e-14,5.1359873e-14
0.873208,6.673943e-14,4.80577e-14
0.8734122,3.9984092e-14,4.67988e-14
0.8736164,-7.078106e-14,4.5634476e-14
0.8738206,1.0858999e-13,5.5406478e-14
0.8740247,-9.633729e-14,4.1410594e-14
0.87422884,-1.09568143e-13,3.5865083e-14
0.874433,1.3399218e-13,3.4251024e-14
0.8746371,-4.087705e-14,3.5987574e-14
0.8748412,1.0267359e-13,3.1426284e-14
0.8750453,1.0661188e-14,3.2618138e-14
0.8752494,2.0076793e-14,3.3543555e-14
0.8754536,2.8993369e-13,2.8713394e-14
0.8756578,7.6965886e-14,2.7490219e-14
0.875862,7.436476e-14,2.8187107e-14
0.8760663,1.5712929e-13,2.8613193e-14
0.87627053,5.818479e-14,2.7736123e-14
0.8764749,2.5872072e-14,2.8364906e-14
0.8766793,1.9135377e-14,2.8345302e-14
0.8768838,8.67569e-14,3.0107427e-14
0.8770883,-2.413987e-14,2.9914056e-14
0.8772929,1.5697849e-13,2.999254e-14
0.87749755,-9.8167236e-14,3.0967098e-14
0.87770224,3.690006e-13,3.1211128e-14
0.87790716,2.8520694e-13,3.1434338e-14
0.87811214,2.1797821e-13,3.417474e-14
0.8783171,-7.8824554e-14,3.5946787e-14
0.8785223,1.4476033e-13,3.643016e-14
0.87872756,7.083258e-15,3.5569356e-14
0.87893283,9.4168386e-14,3.851638e-14
0.87913835,3.7205387e-14,4.006165e-14
0.8793439,-3.6917392e-14,4.2500884e-14
0.8795497,2.6142416e-13,4.2771586e-14
0.87975556,6.454607e-14,4.7039677e-14
0.8799616,1.5270423e-14,4.8019087e-14
0.88016784,-2.0391783e-14,4.8782277e-14
0.88037413,3.4211918e-14,4.9176392e-14
0.88058066,5.497454e-14,4.9132258e-14
0.8807873,1.3272002e-13,4.9281946e-14
0.88099426,9.534959e-14,4.86512e-14
0.88120115,1.3408328e-13,4.8761664e-14
0.8814084,1.2902482e-13,4.6780115e-14
0.8816158,3.3602004e-14,4.9357267e-14
0.8818234,-4.6694663e-14,4.667967e-14
0.88203126,2.7196228e-13,4.5815687e-14
0.8822393,8.6463904e-14,4.2442022e-14
0.8824475,1.8865958e-13,4.163799e-14
0.88265586,-1.4304412e-13,3.8477637e-14
0.88286453,-3.5800468e-14,3.85911e-14
0.88307345,-5.0436435e-14,3.636323e-14
0.88328254,2.8480023e-13,3.7208267e-14
0.8834919,1.1951758e-13,3.4272972e-14
0.88370156,3.13192e-13,3.1912962e-14
0.88391143,2.123621e-13,3.2159266e-14
0.8841216,9.782059e-14,3.2585374e-14
0.88433194,9.6296675e-14,3.0186896e-14
0.8845426,2.0913106e-14,3.02425e-14
0.8847535,1.3928573e-13,2.9105248e-14
0.88496476,7.676304e-14,3.1459576e-14
0.88517624,-7.4531954e-14,3.2406806e-14
0.8853881,1.4078711e-13,3.3159666e-14
0.8856002,3.508614e-14,3.5129702e-14
0.8858126,7.1251815e-14,3.6014462e-14
0.8860253,-3.277375e-14,3.6055716e-14
0.8862383,2.3567533e-13,3.7165888e-14
0.88645166,-7.322245e-15,3.600194e-14
0.88666534,-6.913348e-14,3.4406516e-14
0.8868793,2.620592e-13,3.4349212e-14
0.88709366,1.09847014e-13,3.3865943e-14
0.8873084,1.286204e-13,3.2522176e-14
0.8875234,2.1425873e-13,3.4284075e-14
0.88773876,1.1986427e-13,3.3456446e-14
0.8879546,2.147519e-13,3.4614032e-14
0.8881707,1.8368064e-13,3.8427235e-14
0.8883872,3.0726303e-13,3.6932944e-14
0.888604,3.2674083e-13,3.8916976e-14
0.8888213,1.4970199e-13,4.0066115e-14
0.889039,-2.9195864e-14,5.4860457e-14
0.889257,-1.6851204e-13,4.3932407e-14
0.8894754,1.026712e-13,4.3850984e-14
0.8896942,1.6430104e-13,4.2207035e-14
0.88991356,1.3949661e-13,4.9703077e-14
0.8901332,1.0631241e-13,4.2163714e-14
0.8903533,-1.068204e-14,4.3230647e-14
0.8905738,1.8519981e-13,4.4185582e-14
0.8907948,2.872283e-13,4.243147e-14
0.8910162,1.5317378e-13,4.1455642e-14
0.8912381,1.0932414e-13,4.253322e-14
0.89146036,-4.326131e-14,4.0440063e-14
0.8916831,9.054576e-14,4.112613e-14
0.8919063,-1.147568e-13,3.931042e-14
0.8921301,5.5001824e-14,3.8259804e-14
0.8923542,2.599438e-13,3.854887e-14
0.8925789,-4.581674e-14,3.801917e-14
0.892804,8.152196e-14,3.851185e-14
0.8930296,1.0583621e-13,4.0114132e-14
0.8932558,1.0097604e-13,4.1010947e-14
0.89348245,4.6557495e-14,3.9464095e-14
0.8937095,5.71606e-14,5.8755884e-14
0.89393723,2.378968e-13,8.3384004e-14
0.89416534,7.398442e-14,5.712519e-14
0.89439404,8.9065345e-14,3.925081e-14
0.8946232,1.6625522e-13,3.8461374e-14
0.89485306,2.5113734e-14,3.51389e-14
0.8950833,-4.6565982e-14,3.5669943e-14
0.89531416,-1.2147495e-14,3.4701988e-14
0.8955456,-1.8139688e-13,3.5529146e-14
0.8957775,-4.2949897e-14,3.6791144e-14
0.89601004,-1.7933507e-14,4.373966e-14
0.89624316,1.257965e-13,3.9094125e-14
0.89647686,1.9634995e-13,4.4458913e-14
0.8967111,6.402152e-14,4.1935524e-14
0.896946,1.2131183e-13,4.0469967e-14
0.89718145,3.5525432e-13,3.8460686e-14
0.8974175,1.669061e-13,3.944576e-14
0.8976542,1.197468e-13,3.542588e-14
0.8978914,8.484142e-14,3.5247884e-14
0.8981293,2.2671237e-13,3.4372075e-14
0.89836776,-5.1373184e-15,3.659679e-14
0.89860696,2.279197e-13,4.9171398e-14
0.8988467,-6.0600816e-14,3.5402016e-14
0.89908713,1.7880558e-13,3.550809e-14
0.8993281,1.9961306e-13,3.625625e-14
0.8995698,5.1307628e-14,3.882185e-14
0.8998122,1.0473918e-13,3.665965e-14
0.9000553,3.264279e-13,3.923194e-14
0.90029895,-4.206098e-14,3.8846476e-14
0.9005433,3.3252126e-13,3.7686535e-14
0.9007883,3.200903e-13,3.7295176e-14
0.90103406,3.3301226e-13,4.1406118e-14
0.90128046,3.1955257e-13,3.535298e-14
0.9015275,2.079012e-13,3.3810926e-14
0.9017754,5.479367e-14,3.455074e-14
0.9020239,9.851467e-14,3.1798914e-14
0.9022731,8.856665e-14,2.9783854e-14
0.90252304,1.4326072e-13,2.9992227e-14
0.90277374,7.255796e-14,2.7431267e-14
0.9030252,2.2096353e-13,2.9106173e-14
0.9032772,2.3776068e-13,2.8230124e-14
0.90353006,1.7836064e-13,2.9714085e-14
0.9037837,2.1435772e-13,3.1637606e-14
0.904038,6.299227e-15,2.941636e-14
0.90429294,5.5439777e-14,3.191191e-14
0.9045487,1.4984563e-13,4.3449724e-14
0.9048052,5.172228e-15,3.3110457e-14
0.9050623,4.8789386e-14,3.2019235e-14
0.9053202,1.01721535e-13,3.271342e-14
0.9055788,1.8148121e-13,3.376226e-14
0.9058381,9.7527557e-14,3.4418476e-14
0.9060981,1.2691108e-13,3.5745028e-14
0.9063589,1.2533494e-13,3.2104683e-14
0.9066203,2.282517e-13,3.1174187e-14
0.9068825,4.948537e-14,3.2058896e-14
0.9071454,1.6129008e-13,3.4756428e-14
0.907409,1.7137242e-13,3.462085e-14
0.90767324,1.1528773e-13,3.407797e-14
0.9079383,1.2613799e-13,3.3061322e-14
0.908204,2.9166575e-13,3.3030253e-14
0.9084705,1.59041e-13,3.331616e-14
0.9087376,-1.6435626e-14,3.437228e-14
0.90900546,2.3550138e-14,3.3292813e-14
0.9092741,2.31741e-13,3.262024e-14
0.90954334,1.4705685e-13,3.366281e-14
0.9098134,4.133059e-14,3.248786e-14
0.91008407,1.8446174e-13,4.0986447e-14
0.91035545,6.0924756e-14,3.0953542e-14
0.91062754,5.09625e-14,3.125978e-14
0.9109004,1.1314659e-13,3.2040936e-14
0.91117394,7.400652e-14,3.2362215e-14
0.9114481,2.2285712e-13,3.0292368e-14
0.911723,1.8084225e-13,3.0873812e-14
0.91199875,3.0004814e-14,3.099011e-14
0.912275,2.4664307e-13,3.017885e-14
0.91255206,5.4372646e-15,3.0614976e-14
0.91282976,-1.3798325e-13,3.0261187e-14
0.9131082,2.939455e-13,3.1595068e-14
0.9133874,1.7097455e-13,3.3482386e-14
0.9136672,2.5958443e-13,3.023191e-14
0.91394776,2.8713872e-13,3.2191348e-14
0.914229,1.4786717e-13,3.1760425e-14
0.91451097,5.7195554e-14,3.3351966e-14
0.91479355,7.524565e-14,3.0054057e-14
0.91507685,2.5942028e-13,3.3819613e-14
0.9153609,-9.8241e-14,3.0010045e-14
0.9156456,1.9756069e-13,3.1963578e-14
0.91593105,1.1173304e-13,3.0908527e-14
0.9162172,2.3951422e-13,3.1720283e-14
0.916504,3.3677493e-13,3.326551e-14
0.9167915,2.3908132e-13,3.0626485e-14
0.9170797,6.6610996e-14,2.9364054e-14
0.91736853,1.4989175e-13,3.029038e-14
0.9176581,2.6898812e-13,3.3974515e-14
0.91794837,3.012228e-13,3.0783268e-14
0.91823936,3.6690656e-13,3.170593e-14
0.91853094,1.5393071e-13,2.968325e-14
0.91882336,1.1751476e-13,3.3335476e-14
0.9191163,2.3769428e-13,3.256405e-14
0.91941005,2.4316055e-13,3.4003663e-14
0.9197045,3.8309191e-13,3.3690193e-14
0.91999954,3.6645047e-13,3.6324205e-14
0.9202953,1.4891097e-13,3.5188158e-14
0.9205918,1.4159355e-13,3.6076024e-14
0.92088896,3.3325046e-13,3.8542913e-14
0.92118675,3.9074064e-13,3.552317e-14
0.92148525,1.0601326e-13,3.433389e-14
0.92178446,2.5472834e-13,3.308521e-14
0.9220844,1.3098813e-13,2.9747824e-14
0.922385,1.9904689e-13,2.8340818e-14
0.92268616,1.3067896e-13,2.5542023e-14
0.92298806,2.9405295e-13,2.6069477e-14
0.9232907,1.8405594e-14,2.296992e-14
0.92359394,1.7626203e-13,2.3109347e-14
0.9238979,1.0857731e-13,2.3643417e-14
0.9242026,1.1698063e-13,2.2858365e-14
0.9245079,5.187915e-14,2.4032397e-14
0.924814,4.003255e-14,2.957095e-14
0.9251206,-2.3680864e-14,2.5002796e-14
0.9254279,2.2464244e-14,2.5189122e-14
0.925736,1.4952628e-13,2.5549389e-14
0.9260447,-1.3173176e-14,2.732942e-14
0.9263541,9.492587e-15,2.6850946e-14
0.9266642,8.140119e-14,2.8123617e-14
0.9269749,1.8106907e-13,3.012003e-14
0.9272863,8.6616925e-14,3.2198795e-14
0.92759836,1.2595751e-13,3.6084427e-14
0.92791116,-3.932625e-14,4.1482212e-14
0.9282245,5.9812974e-14,4.3297502e-14
0.9285387,-3.4893665e-14,4.757863e-14
0.9288534,-6.50108e-14,5.2553644e-14
0.9291688,3.0714109e-13,5.683283e-14
0.92948496,-3.370816e-14,6.1630104e-14
0.92980164,-1.5294486e-13,6.038483e-14
0.93011916,8.342658e-14,6.411625e-14
0.9304372,-6.893396e-14,6.096389e-14
0.930756,2.9726978e-13,6.168457e-14
0.9310754,4.6670763e-14,5.810528e-14
0.93139553,1.2110961e-13,5.5961624e-14
0.9317163,8.689197e-14,5.1920487e-14
0.9320377,-3.023162e-14,5.0319883e-14
0.9323599,2.411775e-13,4.8959612e-14
0.93268263,-8.2734106e-14,4.5634696e-14
0.93300605,7.515231e-14,4.4487136e-14
0.93333006,3.443715e-14,4.2945048e-14
0.9336549,1.4193306e-13,4.9764168e-14
0.9339803,4.16264e-13,5.782274e-14
0.9343063,3.0288575e-13,5.2932153e-14
0.9346331,8.3880914e-14,5.6122245e-14
0.9349604,1.87978e-13,6.079412e-14
0.9352885,1.928717e-13,6.409343e-14
0.9356172,-2.4604548e-13,6.232587e-14
0.9359466,5.5129753e-14,5.921562e-14
0.93627656,3.2146578e-13,5.5059764e-14
0.93660724,1.660178e-13,4.9090157e-14
0.9369386,1.6172019e-13,4.416938e-14
0.9372706,7.111265e-14,4.0093915e-14
0.93760324,1.0353906e-13,3.6937846e-14
0.93793654,2.4985813e-13,3.573124e-14
0.9382705,4.7951582e-14,3.4414407e-14
0.93860507,1.5548683e-13,3.6886127e-14
0.93894035,6.9093995e-14,3.7021743e-14
0.9392763,1.7075803e-13,3.7159894e-14
0.9396128,2.6534038e-13,4.0014487e-14
0.93995,2.2661735e-13,4.0892843e-14
0.9402879,8.8091935e-14,4.01768e-14
0.9406264,1.8411604e-13,4.4118094e-14
0.94096553,9.5962877e-14,4.6457657e-14
0.9413054,2.3755688e-14,4.692246e-14
0.9416458,2.5332544e-13,4.9475672e-14
0.9419869,2.6229247e-13,4.852973e-14
0.94232863,2.8428613e-13,4.888194e-14
0.942671,1.9488103e-13,5.5866627e-14
0.9430141,1.9131116e-13,4.768971e-14
0.9433577,9.761796e-14,4.5329778e-14
0.94370204,1.0467024e-13,4.776352e-14
0.9440471,1.6607351e-13,5.1809807e-14
0.9443927,2.824256e-13,4.5414112e-14
0.944739,2.2969636e-13,4.4754304e-14
0.9450858,4.4653276e-13,4.592985e-14
0.9454334,2.0945195e-14,4.4639494e-14
0.9457815,1.7325042e-13,4.493152e-14
0.9461304,3.055129e-13,4.5371655e-14
0.94647986,2.1409116e-13,4.3015962e-14
0.94683,2.3145393e-13,4.1841676e-14
0.9471807,2.298896e-13,4.0571418e-14
0.94753206,2.0855266e-13,4.641127e-14
0.9478841,7.075375e-14,3.8405023e-14
0.9482367,1.7734349e-13,3.803516e-14
0.94859004,1.9501173e-13,4.4051975e-14
0.948944,1.0370709e-13,3.7530393e-14
0.94929856,5.148234e-14,3.8397664e-14
0.9496537,1.3386666e-13,3.83942e-14
0.9500096,1.6184165e-13,3.9843474e-14
0.950366,-1.9941248e-14,3.8883688e-14
0.95072305,2.8982654e-13,3.8566715e-14
0.95108074,1.2812406e-13,3.6953588e-14
0.95143914,1.151546e-13,3.747461e-14
0.95179814,2.5003545e-13,3.8796176e-14
0.9521578,4.2192598e-13,3.9508727e-14
0.95251805,2.2628695e-13,3.8037976e-14
0.9528789,1.1228724e-13,3.837728e-14
0.95324045,1.1535042e-13,3.7898876e-14
0.95360255,1.7183027e-13,3.725591e-14
0.9539653,7.5401253e-14,3.575864e-14
0.9543287,4.9653054e-14,3.2288794e-14
0.95469266,2.7393022e-14,2.9962784e-14
0.9550573,2.8833172e-13,3.001372e-14
0.95542264,1.6575896e-14,2.7546245e-14
0.9557885,6.55142e-14,2.6475092e-14
0.95615506,1.2445988e-13,2.5220752e-14
0.95652217,1.1095201e-13,2.684172e-14
0.9568899,7.791316e-14,2.6008746e-14
0.9572583,2.3107536e-13,2.6076719e-14
0.95762736,1.9220664e-13,2.446894e-14
0.95799696,2.1596165e-13,2.4821799e-14
0.95836717,5.246867e-14,2.5343988e-14
0.9587381,1.1972271e-13,2.6137089e-14
0.95910954,1.9589762e-13,2.8049488e-14
0.95948166,2.973694e-13,3.140868e-14
0.9598544,1.7970071e-13,2.772352e-14
0.9602277,2.3405965e-13,2.872203e-14
0.96060175,2.0582279e-13,2.7567956e-14
0.96097624,4.8450342e-14,2.6662434e-14
0.96135145,1.6699187e-13,2.6627873e-14
0.9617273,1.6146894e-13,2.58092e-14
0.9621037,1.815551e-13,2.6146623e-14
0.9624808,1.6579845e-13,2.4938356e-14
0.9628584,1.3198818e-13,2.4699564e-14
0.9632367,2.971863e-13,2.51272e-14
